Document Title,Title Level,Authors,Publication Title,Publication Year,Start Page,End Page,,>= 4,Abstract,Abstract level,Double-check by Tiago or Paulo,DOI,PDF Link,OBS
DUSM: A Method for Requirements Specification and Refinement Based on Disciplined Use Cases and Screen Mockups,0,Gianna ReggioMaurizio LeottaFilippo RiccaDiego Clerissi,Journal of Computer Science and Technology,2018,,,,,,,,10.1007/s11390-018-1866-8,http://link.springer.com/article/10.1007/s11390-018-1866-8,
Directed Dynamic Symbolic Execution for Static Analysis Warnings Confirmation,0,A. Yu. Gerasimov,Programming and Computer Software,2018,,,,,,,,10.1134/S036176881805002X,http://link.springer.com/article/10.1134/S036176881805002X,
AocML: A Domain-Specific Language for Model-Driven Development of Activity-Oriented Context-Aware Applications,0,Xuan-Song LiXian-Ping TaoWei SongKai Dong,Journal of Computer Science and Technology,2018,,,,,,,,10.1007/s11390-018-1865-9,http://link.springer.com/article/10.1007/s11390-018-1865-9,
Prototype of a Verified Program Code Execution System,0,A. V. KozachokE. V. Kochetkov,Programming and Computer Software,2018,,,,,,,,10.1134/S0361768818030039,http://link.springer.com/article/10.1134/S0361768818030039,
Continuous clarification and emergent requirements flows in open-commercial software ecosystems,0,Eric KnaussAminah YussufKelly BlincoeDaniela DamianAlessia Knauss,Requirements Engineering,2018,,,,,,,,10.1007/s00766-016-0259-1,http://link.springer.com/article/10.1007/s00766-016-0259-1,
Organisation and communication problems in automotive requirements engineering,0,Grischa LiebelMatthias TichyEric KnaussOscar LjungkrantzGerald Stieglbauer,Requirements Engineering,2018,,,,,,,,10.1007/s00766-016-0261-7,http://link.springer.com/article/10.1007/s00766-016-0261-7,
A framework for quality assessment of just-in-time requirements: the case of open source feature requests,0,Petra HeckAndy Zaidman,Requirements Engineering,2017,,,,,,,,10.1007/s00766-016-0247-5,http://link.springer.com/article/10.1007/s00766-016-0247-5,
Understanding requirement prioritization artifacts: a systematic mapping study,0,Rahul Thakurta,Requirements Engineering,2017,,,,,,,,10.1007/s00766-016-0253-7,http://link.springer.com/article/10.1007/s00766-016-0253-7,
On Locating Malicious Code in Piggybacked Android Apps,0,Li LiDaoyuan LiTegawendÃ© F. BissyandÃ©Jacques KleinHaipeng CaiDavid LoYves Le Traon,Journal of Computer Science and Technology,2017,,,,,,,,10.1007/s11390-017-1786-z,http://link.springer.com/article/10.1007/s11390-017-1786-z,
An approach based on the domain perspective to develop WSAN applications,0,Taniro RodriguesFlÃ¡via C. DelicatoThais BatistaPaulo F. PiresLuci Pirmez,Software & Systems Modeling,2017,,,,,,,,10.1007/s10270-015-0498-5,http://link.springer.com/article/10.1007/s10270-015-0498-5,
Process mining using BPMN: relating event logs and process models,0,Anna A. KalenkovaWil M. P. van der AalstIrina A. LomazovaVladimir A. Rubin,Software & Systems Modeling,2017,,,,,,,,10.1007/s10270-015-0502-0,http://link.springer.com/article/10.1007/s10270-015-0502-0,
Extracting conceptual models from user stories with Visual Narrator,0,Garm LucassenMarcel RobeerFabiano DalpiazJan Martijn E. M. van der WerfSjaak Brinkkemper,Requirements Engineering,2017,,,,,,,,10.1007/s00766-017-0270-1,http://link.springer.com/article/10.1007/s00766-017-0270-1,
A content analysis process for qualitative software engineering research,0,Joanna F. DeFrancoPhillip A. Laplante,Innovations in Systems and Software Engineering,2017,,,,,,,,10.1007/s11334-017-0287-0,http://link.springer.com/article/10.1007/s11334-017-0287-0,
Advancing viewpoint merging in requirements engineering: a theoretical replication and explanatory study,0,Charu KhatwaniXiaoyu JinNan NiuAmy KoshofferLinda NewmanJuha Savolainen,Requirements Engineering,2017,,,,,,,,10.1007/s00766-017-0271-0,http://link.springer.com/article/10.1007/s00766-017-0271-0,
A lightweight method for virtual machine introspection,0,N. I. FursovaP. M. DovgalyukI. A. Vasilâ€™evV. A. Makarov,Programming and Computer Software,2017,,,,,,,,10.1134/S0361768817050036,http://link.springer.com/article/10.1134/S0361768817050036,
Supporting aspect orientation in business process management,0,Amin JalaliChun OuyangPetia WohedPaul Johannesson,Software & Systems Modeling,2017,,,,,,,,10.1007/s10270-015-0496-7,http://link.springer.com/article/10.1007/s10270-015-0496-7,
On the complex nature of MDE evolution and its impact on changeability,0,Regina HebigHolger Giese,Software & Systems Modeling,2017,,,,,,,,10.1007/s10270-015-0464-2,http://link.springer.com/article/10.1007/s10270-015-0464-2,
Using contexts to extract models from code,0,Lucio Mauro DuarteJeff KramerSebastian Uchitel,Software & Systems Modeling,2017,,,,,,,,10.1007/s10270-015-0466-0,http://link.springer.com/article/10.1007/s10270-015-0466-0,
Model-based tool support for Tactical Data Links: an experience report from the defence domain,0,Suraj AjitChris HolmesJulian JohnsonDimitrios S. KolovosRichard F. Paige,Software & Systems Modeling,2017,,,,,,,,10.1007/s10270-015-0480-2,http://link.springer.com/article/10.1007/s10270-015-0480-2,
The role of distances in requirements communication: a case study,0,Elizabeth BjarnasonHelen Sharp,Requirements Engineering,2017,,,,,,,,10.1007/s00766-015-0233-3,http://link.springer.com/article/10.1007/s00766-015-0233-3,
Eugenia: towards disciplined and automated development of GMF-based graphical model editors,0,Dimitrios S. KolovosAntonio GarcÃ­a-DomÃ­nguezLouis M. RoseRichard F. Paige,Software & Systems Modeling,2017,,,,,,,,10.1007/s10270-015-0455-3,http://link.springer.com/article/10.1007/s10270-015-0455-3,
Architectural refactoring for the cloud: a decision-centric view on cloud migration,0,Olaf Zimmermann,Computing,2017,,,,,,,,10.1007/s00607-016-0520-y,http://link.springer.com/article/10.1007/s00607-016-0520-y,
Game development software engineering process life cycle: a systematic review,0,Saiqa AleemLuiz Fernando CapretzFaheem Ahmed,Journal of Software Engineering Research and Development,2016,,,,,,,,10.1186/s40411-016-0032-7,http://link.springer.com/article/10.1186/s40411-016-0032-7,
A Script-Based Prototyping Framework to Boost Agile-UX Developments,0,Pedro Luis Mateo NavarroGregorio MartÃ­nez PÃ©rezDiego Sevilla Ruiz,Journal of Computer Science and Technology,2016,,,,,,,,10.1007/s11390-016-1695-6,http://link.springer.com/article/10.1007/s11390-016-1695-6,
A risk mitigation approach for autonomous cloud intrusion response system,0,Hisham A. KholidyAbdelkarim ErradiSherif AbdelwahedFabrizio Baiardi,Computing,2016,,,,,,,,10.1007/s00607-016-0495-8,http://link.springer.com/article/10.1007/s00607-016-0495-8,
Supporting different process views through a Shared Process Model,0,Jochen KÃ¼sterHagen VÃ¶lzerCÃ©dric FavreMoisÃ©s Castelo BrancoKrzysztof Czarnecki,Software & Systems Modeling,2016,,,,,,,,10.1007/s10270-015-0453-5,http://link.springer.com/article/10.1007/s10270-015-0453-5,
Critical Success Factors to Improve the Game Development Process from a Developerâ€™s Perspective,0,Saiqa AleemLuiz Fernando CapretzFaheem Ahmed,Journal of Computer Science and Technology,2016,,,,,,,,10.1007/s11390-016-1673-z,http://link.springer.com/article/10.1007/s11390-016-1673-z,
Debugging Concurrent Software: Advances and Challenges,0,Jeff HuangCharles Zhang,Journal of Computer Science and Technology,2016,,,,,,,,10.1007/s11390-016-1669-8,http://link.springer.com/article/10.1007/s11390-016-1669-8,
Regression test size reduction using improved precision slices,0,Chhabi Rani PanigrahiRajib Mall,Innovations in Systems and Software Engineering,2016,,,,,,,,10.1007/s11334-015-0262-6,http://link.springer.com/article/10.1007/s11334-015-0262-6,
Features of the deterministic replay in the case of a minimum device set,0,V. Yu. EfimovK. A. BatuzovV. A. PadaryanA. I. Avetisyan,Programming and Computer Software,2016,,,,,,,,10.1134/S0361768816030038,http://link.springer.com/article/10.1134/S0361768816030038,
A Parallel Markov Cerebrovascular Segmentation Algorithm Based on Statistical Model,0,Rong-Fei CaoXing-Ce WangZhong-Ke WuMing-Quan ZhouXin-Yu Liu,Journal of Computer Science and Technology,2016,,,,,,,,10.1007/s11390-016-1634-6,http://link.springer.com/article/10.1007/s11390-016-1634-6,
WebRTC-based video conferencing service for telehealth,0,Julian Jang-JaccardSurya NepalBranko CellerBo Yan,Computing,2016,,,,,,,,10.1007/s00607-014-0429-2,http://link.springer.com/article/10.1007/s00607-014-0429-2,
Software assurance practices for mobile applications,0,Luis CorralAlberto SillittiGiancarlo Succi,Computing,2015,,,,,,,,10.1007/s00607-014-0395-8,http://link.springer.com/article/10.1007/s00607-014-0395-8,
A model for tracing variability from features to product-line architectures: a case study in smart grids,0,Jessica DÃ­azJennifer PÃ©rezJuan Garbajosa,Requirements Engineering,2015,,,,,,,,10.1007/s00766-014-0203-1,http://link.springer.com/article/10.1007/s00766-014-0203-1,
On the role of semantics in automated requirements tracing,0,Anas MahmoudNan Niu,Requirements Engineering,2015,,,,,,,,10.1007/s00766-013-0199-y,http://link.springer.com/article/10.1007/s00766-013-0199-y,
On building architecture-centric product line architecture,0,Chung-Horng LungBalasangar BalasubramaniamKamalachelva SelvarajahPoopalasingham ElankeswaranUmatharan Gopalasundaram,Requirements Engineering,2015,,,,,,,,10.1007/s00766-014-0201-3,http://link.springer.com/article/10.1007/s00766-014-0201-3,
Patch rejection in Firefox: negative reviews backouts and issue reopening,0,Rodrigo RG SouzaChristina FG ChavezRoberto A Bittencourt,Journal of Software Engineering Research and Development,2015,,,,,,,,10.1186/s40411-015-0024-z,http://link.springer.com/article/10.1186/s40411-015-0024-z,
Investigating probabilistic sampling approaches for large-scale surveys in software engineering,0,Rafael Maiani de MelloPedro CorrÃªa da SilvaGuilherme Horta Travassos,Journal of Software Engineering Research and Development,2015,,,,,,,,10.1186/s40411-015-0023-0,http://link.springer.com/article/10.1186/s40411-015-0023-0,
Is my configuration any good: checking usability in an interactive sensor-based activity monitor,0,Muffy CalderPhil GrayChris Unsworth,Innovations in Systems and Software Engineering,2015,,,,,,,,10.1007/s11334-013-0203-1,http://link.springer.com/article/10.1007/s11334-013-0203-1,
VPML: an approach to detect design patterns of MOF-based modeling languages,0,Maged ElaasarLionel C. BriandYvan Labiche,Software & Systems Modeling,2015,,,,,,,,10.1007/s10270-013-0325-9,http://link.springer.com/article/10.1007/s10270-013-0325-9,
Improving software management: the industry model the knowledge model the network model,0,Jeremy Rose,Innovations in Systems and Software Engineering,2015,,,,,,,,10.1007/s11334-014-0240-4,http://link.springer.com/article/10.1007/s11334-014-0240-4,
GaiusT: supporting the extraction of rights and obligations for regulatory compliance,0,Nicola ZeniNadzeya KiyavitskayaLuisa MichJames R. CordyJohn Mylopoulos,Requirements Engineering,2015,,,,,,,,10.1007/s00766-013-0181-8,http://link.springer.com/article/10.1007/s00766-013-0181-8,
Assessing the effects of introducing a new software development process: a methodological description,0,Agneta NilssonLaura M. CastroSamuel RivasThomas Arts,International Journal on Software Tools for Technology Transfer,2015,,,,,,,,10.1007/s10009-013-0275-0,http://link.springer.com/article/10.1007/s10009-013-0275-0,
Formal verification and validation of embedded systems: the UML-based MADES approach,0,Luciano BaresiGundula BlohmDimitrios S. KolovosNicholas MatragkasAlfredo MottaRichard F. PaigeAlek RadjenovicMatteo Rossi,Software & Systems Modeling,2015,,,,,,,,10.1007/s10270-013-0330-z,http://link.springer.com/article/10.1007/s10270-013-0330-z,
Complete Bipartite Anonymity for Location Privacy,0,Kai DongTao GuXian-Ping TaoJian Lv,Journal of Computer Science and Technology,2014,,,,,,,,10.1007/s11390-014-1493-y,http://link.springer.com/article/10.1007/s11390-014-1493-y,
A heuristic-based regression test case prioritization approach for object-oriented programs,0,Chhabi Rani PanigrahiRajib Mall,Innovations in Systems and Software Engineering,2014,,,,,,,,10.1007/s11334-013-0221-z,http://link.springer.com/article/10.1007/s11334-013-0221-z,
Supporting requirements to code traceability through refactoring,0,Anas MahmoudNan Niu,Requirements Engineering,2014,,,,,,,,10.1007/s00766-013-0197-0,http://link.springer.com/article/10.1007/s00766-013-0197-0,
Cooperative Software Testing and Analysis: Advances and Challenges,0,Tao XieLu ZhangXusheng XiaoYing-Fei XiongDan Hao,Journal of Computer Science and Technology,2014,,,,,,,,10.1007/s11390-014-1461-6,http://link.springer.com/article/10.1007/s11390-014-1461-6,
PBURC: a patterns-based unsupervised requirements clustering framework for distributed agile software development,0,Petros BelsisAnastasios KoutoumanosCleo Sgouropoulou,Requirements Engineering,2014,,,,,,,,10.1007/s00766-013-0172-9,http://link.springer.com/article/10.1007/s00766-013-0172-9,
Epsilon Flock: a model migration language,0,Louis M. RoseDimitrios S. KolovosRichard F. PaigeFiona A. C. PolackSimon Poulding,Software & Systems Modeling,2014,,,,,,,,10.1007/s10270-012-0296-2,http://link.springer.com/article/10.1007/s10270-012-0296-2,
Introduction to Special Issue: Quality in Information and Communications Technology,0,Ricardo J. MachadoMiguel GoulÃ£oFernando Brito e AbreuJoÃ£o Pascoal de Faria,Innovations in Systems and Software Engineering,2014,,,,,,,,10.1007/s11334-014-0229-z,http://link.springer.com/article/10.1007/s11334-014-0229-z,
Graph and model transformation tools for model migration,0,Louis M. RoseMarkus HerrmannsdoerferSteffen MazanekPieter Van GorpSebastian BuchwaldTassilo HornElina KalninaAndreas KochKevin LanoBernhard SchÃ¤tzManuel Wimmer,Software & Systems Modeling,2014,,,,,,,,10.1007/s10270-012-0245-0,http://link.springer.com/article/10.1007/s10270-012-0245-0,
Incremental semantic analysis for OCL compilers,0,TamÃ¡s VajkGergely MezeiTihamÃ©r Levendovszky,Innovations in Systems and Software Engineering,2013,,,,,,,,10.1007/s11334-013-0218-7,http://link.springer.com/article/10.1007/s11334-013-0218-7,
Selected dynamic issues in software model checking,0,Viet Yen NguyenTheo C. Ruys,International Journal on Software Tools for Technology Transfer,2013,,,,,,,,10.1007/s10009-012-0261-y,http://link.springer.com/article/10.1007/s10009-012-0261-y,
A Survey of Commonsense Knowledge Acquisition,0,Liang-Jun ZangCong CaoYa-Nan CaoYu-Ming WuCun-Gen CAO,Journal of Computer Science and Technology,2013,,,,,,,,10.1007/s11390-013-1369-6,http://link.springer.com/article/10.1007/s11390-013-1369-6,
Engineering model transformations with transML,0,Esther GuerraJuan de LaraDimitrios S. KolovosRichard F. PaigeOsmar Marchi dos Santos,Software & Systems Modeling,2013,,,,,,,,10.1007/s10270-011-0211-2,http://link.springer.com/article/10.1007/s10270-011-0211-2,
Practical experiences of applying source-level WCET flow analysis to industrial code,0,BjÃ¶rn LisperAndreas ErmedahlDietmar SchreinerJens KnoopPeter Gliwa,International Journal on Software Tools for Technology Transfer,2013,,,,,,,,10.1007/s10009-012-0255-9,http://link.springer.com/article/10.1007/s10009-012-0255-9,
Genericity for model management operations,0,Louis RoseEsther GuerraJuan de LaraAnne EtienDimitris KolovosRichard Paige,Software & Systems Modeling,2013,,,,,,,,10.1007/s10270-011-0203-2,http://link.springer.com/article/10.1007/s10270-011-0203-2,
Fuzzy Self-Adaptation of Mission-Critical Software Under Uncertainty,0,Qi-Liang YangJian LvXian-Ping TaoXiao-Xing MaJian-Chun XingWei Song,Journal of Computer Science and Technology,2013,,,,,,,,10.1007/s11390-013-1321-9,http://link.springer.com/article/10.1007/s11390-013-1321-9,
What will it take? A view on adoption of model-based methods in practice,0,Bran Selic,Software & Systems Modeling,2012,,,,,,,,10.1007/s10270-012-0261-0,http://link.springer.com/article/10.1007/s10270-012-0261-0,
The ABS tool suite: modelling executing and analysing distributed adaptable object-oriented systems,0,Peter Y. H. WongElvira AlbertRadu MuscheviciJosÃ© ProenÃ§aJan SchÃ¤ferRudolf Schlatte,International Journal on Software Tools for Technology Transfer,2012,,,,,,,,10.1007/s10009-012-0250-1,http://link.springer.com/article/10.1007/s10009-012-0250-1,
Lessons learned from building model-driven development tools,0,Richard F. PaigeDÃ¡niel VarrÃ³,Software & Systems Modeling,2012,,,,,,,,10.1007/s10270-012-0257-9,http://link.springer.com/article/10.1007/s10270-012-0257-9,
Bridging the chasm between MDE and the world of compilation,0,Jean-Marc JÃ©zÃ©quelBenoit CombemaleSteven DerrienClÃ©ment GuySanjay Rajopadhye,Software & Systems Modeling,2012,,,,,,,,10.1007/s10270-012-0266-8,http://link.springer.com/article/10.1007/s10270-012-0266-8,
Exploring the impact of software requirements on system-wide goals: a method using satisfaction arguments and i* goal modelling,0,James LockerbieNeil Arthur McDougall MaidenJorgen EngmannDebbie RandallSean JonesDavid Bush,Requirements Engineering,2012,,,,,,,,10.1007/s00766-011-0138-8,http://link.springer.com/article/10.1007/s00766-011-0138-8,
